,gift_id,gift_type,gift_category,gift_cluster,lsg_1,lsg_2,lsg_3,lsg_4,lsg_5,lsg_6,is_discounted,price
2520,22331,1229,320,3308,8470,2128,8857,1891,9,1783,0,78.85
2521,22324,1229,320,3308,8470,2128,8857,1845,9,1783,0,78.39
2522,24574,1241,346,5289,9597,6667,8871,1801,9,818,0,79.36
2523,23494,885,135,5204,6249,3962,8382,1774,9,1120,0,178.13
2524,15647,1241,346,5285,9598,6634,8872,1801,9,150,0,108.51
2525,15664,1241,346,5285,9598,6634,8872,1874,9,150,0,120.05
2526,9321,897,316,3742,6548,3711,8403,1873,9,1814,0,100.58
2527,9324,897,316,3742,6548,3711,8403,1891,9,1814,0,98.47
2528,21850,1266,228,379,3808,5582,1244,1912,10,1899,0,36.3
2529,13941,348,467,392,9072,2277,7826,898,9,2011,0,153.96
2530,6833,1266,227,385,3809,5581,1245,1912,10,1899,0,28.72
2531,19488,173,849,7300,3838,6241,1278,1912,10,1753,0,206.63
2532,7741,1266,611,0,7636,66,5904,1912,10,1899,0,25.76
2533,7293,136,534,7499,3582,3572,959,1912,10,150,0,118.64
2534,8377,40,188,2244,254,5456,542,1912,10,1792,0,75.63
2535,9218,1266,615,7500,3470,4799,809,1912,10,2026,0,205.25
2536,9217,1266,615,7500,3470,4799,809,1912,10,2026,0,200.98
2537,13942,348,467,392,9072,2277,7826,899,9,2011,0,185.14
2538,7295,136,534,7499,3582,3572,959,1912,10,150,1,67.13
2539,7296,136,534,7499,3582,3572,959,1912,10,150,1,29.54
2540,7294,136,534,7499,3582,3572,959,1912,10,150,0,88.6
2541,3876,1266,616,72,5254,1239,3183,1912,10,1899,1,139.18
2542,24146,1008,810,0,7358,2438,3987,589,1,1171,0,271.27
2543,8835,1008,822,0,7359,2440,5879,591,1,363,0,528.03
2544,9287,1008,806,0,6824,2188,5379,406,1,150,0,561.32
2545,8493,1008,822,0,7479,2439,5745,406,1,150,0,985.5
2546,17096,1008,822,0,8195,1663,6500,591,1,363,0,853.2
2547,12849,1008,822,0,7364,2481,6616,406,1,642,0,1289.09
2548,7317,1008,822,0,7351,2364,6553,515,1,674,0,1262.2
2549,10514,1008,848,0,7352,2365,3229,1103,1,1351,0,1175.88
2550,10518,1008,848,0,7352,2365,3229,1912,1,1351,1,375.41
2551,7921,1008,822,0,8604,915,7114,406,1,1144,0,1283.15
2552,7924,1008,822,0,8604,915,7114,817,1,1144,0,1393.86
2553,1445,1008,810,0,7356,2377,1546,1626,1,1833,0,1190.31
2554,15800,1008,806,0,7348,2136,4538,406,1,150,0,1072.48
2555,6207,1008,822,0,4280,2479,1869,406,1,363,0,1625.72
2556,10973,1008,806,0,7365,2482,7129,406,1,933,0,991.81
2557,10976,1008,806,0,7365,2482,7129,406,1,933,0,1104.15
2558,23889,1008,417,0,3813,2484,1249,406,1,150,0,1167.04
2559,23887,1008,417,0,3813,2484,1249,406,1,150,0,1074.01
2560,23882,1008,417,0,3813,2484,1249,406,1,150,0,1272.44
2561,22211,1008,848,0,8226,1002,6562,516,1,685,0,1972.93
2562,9813,1008,810,0,7702,2380,6012,710,1,995,0,824.53
2563,9809,1008,810,0,7702,2380,6012,710,1,995,0,851.58
2564,14857,1008,822,0,7353,2366,6560,523,1,719,0,1187.72
2565,3608,1008,848,0,7350,2189,5378,406,1,150,0,780.46
2566,1893,1008,822,0,8230,2372,6559,1570,1,1007,0,1043.47
2567,11637,1008,417,0,4006,2381,1541,1423,1,1685,0,929.01
2568,1879,1008,822,0,8230,2372,6559,710,1,1007,0,1009.62
2569,1882,1008,822,0,8230,2372,6559,794,1,1007,0,1143.21
2570,8500,1008,822,0,7479,2439,5745,406,1,150,0,939.22
2571,17105,1008,822,0,8195,1663,6500,406,1,363,0,852.06
2572,12850,1008,822,0,7364,2481,6616,406,1,642,0,1290.06
2573,24445,1008,822,0,8738,2483,7284,794,1,1126,0,1924.75
2574,7945,1008,822,0,8604,915,7114,406,1,1144,0,1249.66
2575,7895,1008,822,0,8604,915,7114,1520,1,1144,0,1522.06
2576,7913,1008,822,0,8604,915,7114,1520,1,1144,0,1520.62
2577,7959,1008,822,0,8604,915,7114,817,1,1144,0,1394.89
2578,18934,1008,822,0,7354,2368,1542,1626,1,1833,0,1337.91
2579,18924,1008,822,0,7354,2368,1542,1912,1,1833,0,1245.84
2580,1752,1008,848,0,7363,2480,3336,1912,1,1866,0,722.94
2581,9968,1008,417,0,4008,2371,1544,1423,1,1685,0,1011.46
2582,8620,1008,822,0,3435,2477,750,1363,1,1608,0,1107.99
2583,10965,1008,806,0,7365,2482,7129,591,1,933,0,1077.8
2584,10980,1008,806,0,7365,2482,7129,406,1,933,0,1009.24
2585,10986,1008,806,0,7365,2482,7129,591,1,933,0,986.97
2586,23879,1008,417,0,3813,2484,1249,406,1,150,0,1098.55
2587,13375,1008,806,0,8231,2367,6561,710,1,994,0,1274.04
2588,13384,1008,806,0,8231,2367,6561,710,1,994,0,1170.75
2589,3291,1008,810,0,8227,2373,6556,1570,1,1006,0,763.92
2590,6739,1008,417,0,4007,2370,1543,1423,1,1685,0,1146.31
2591,6723,1008,417,0,4007,2370,1543,1423,1,1685,0,1065.98
2592,14852,1008,822,0,7353,2366,6560,523,1,719,0,1247.29
2593,3601,1008,848,0,7350,2189,5378,406,1,150,0,803.52
2594,11646,1008,417,0,4006,2381,1541,406,1,1685,0,951.09
2595,1881,1008,822,0,8230,2372,6559,710,1,1007,0,1147.2
2596,11634,1008,417,0,4006,2381,1541,1423,1,1685,0,999.09
2597,8838,1008,822,0,7359,2440,5879,406,1,363,0,595.12
2598,8830,1008,822,0,7359,2440,5879,591,1,363,0,586.69
2599,8828,1008,822,0,7359,2440,5879,406,1,363,0,574.81
2600,9286,1008,806,0,6824,2188,5379,406,1,150,0,496.98
2601,9292,1008,806,0,6824,2188,5379,406,1,150,0,471.32
2602,9854,1008,848,0,7361,2476,7238,1395,1,1660,0,189.94
2603,14568,1008,810,0,5902,2443,3988,406,1,150,0,293.43
2604,17118,1008,822,0,8195,1663,6500,591,1,363,0,832.14
2605,17095,1008,822,0,8195,1663,6500,1912,1,363,0,849.52
2606,12854,1008,822,0,7364,2481,6616,406,1,642,0,1161.94
2607,10506,1008,848,0,7352,2365,3229,1103,1,1351,0,1090.23
2608,10507,1008,848,0,7352,2365,3229,1103,1,1351,0,1051.81
2609,7890,1008,822,0,8604,915,7114,817,1,1144,0,1347.85
2610,7938,1008,822,0,8604,915,7114,406,1,1144,0,1483.64
2611,1489,1008,810,0,7701,2375,6011,1626,1,1833,0,923.34
2612,9955,1008,417,0,4008,2371,1544,1423,1,1685,0,1132.19
2613,15803,1008,806,0,7348,2136,4538,406,1,150,0,938.07
2614,6194,1008,822,0,4280,2479,1869,406,1,363,0,1653.54
2615,10979,1008,806,0,7365,2482,7129,406,1,933,0,1128.57
2616,4968,1008,822,0,8228,2363,6558,710,1,994,0,1697.49
2617,4979,1008,822,0,8228,2363,6558,710,1,994,0,1762.69
2618,3297,1008,810,0,8227,2373,6556,1570,1,1006,0,850.78
2619,3289,1008,810,0,8227,2373,6556,710,1,1006,0,799.69
2620,3305,1008,810,0,8227,2373,6556,1570,1,1006,0,809.95
2621,6731,1008,417,0,4007,2370,1543,406,1,1685,0,1077.77
2622,6725,1008,417,0,4007,2370,1543,1423,1,1685,0,994.84
2623,14855,1008,822,0,7353,2366,6560,523,1,719,0,1113.34
2624,3610,1008,848,0,7350,2189,5378,406,1,150,0,763.49
2625,1887,1008,822,0,8230,2372,6559,710,1,1007,0,1209.58
2626,24124,1008,810,0,7358,2438,3987,829,1,1171,0,284.73
2627,24126,1008,810,0,7358,2438,3987,589,1,1171,0,273.02
2628,23133,1008,417,0,7673,2442,5980,1570,1,1808,0,497.9
2629,23130,1008,417,0,7673,2442,5980,1570,1,1808,0,459.0
2630,9285,1008,806,0,6824,2188,5379,406,1,150,0,565.98
2631,9281,1008,806,0,6824,2188,5379,1912,1,150,0,546.92
2632,9858,1008,848,0,7361,2476,7238,1395,1,1660,0,190.0
2633,8491,1008,822,0,7479,2439,5745,406,1,150,0,910.19
2634,17108,1008,822,0,8195,1663,6500,591,1,363,0,819.41
2635,17121,1008,822,0,8195,1663,6500,591,1,363,0,836.9
2636,7327,1008,822,0,7351,2364,6553,515,1,674,0,1329.21
2637,3656,1008,810,0,4009,2376,1545,1912,1,1833,0,1163.96
2638,7903,1008,822,0,8604,915,7114,817,1,1144,0,1529.2
2639,17247,1008,822,0,6823,2362,5377,406,1,150,0,1105.0
2640,4269,1008,822,0,7603,2382,5873,406,1,1685,0,1553.11
2641,4280,1008,822,0,7603,2382,5873,1423,1,1685,0,1658.98
2642,4257,1008,822,0,7603,2382,5873,1423,1,1685,0,1527.39
2643,4273,1008,822,0,7603,2382,5873,406,1,1685,0,1524.22
2644,18935,1008,822,0,7354,2368,1542,1626,1,1833,0,1286.7
2645,18928,1008,822,0,7354,2368,1542,1626,1,1833,0,1346.31
2646,18937,1008,822,0,7354,2368,1542,1626,1,1833,0,1322.13
2647,1759,1008,848,0,7363,2480,3336,1645,1,1866,0,782.36
2648,1443,1008,810,0,7356,2377,1546,1626,1,1833,0,1222.24
2649,9953,1008,417,0,4008,2371,1544,1423,1,1685,0,1115.73
2650,9957,1008,417,0,4008,2371,1544,406,1,1685,0,1037.74
2651,15801,1008,806,0,7348,2136,4538,406,1,150,0,1041.67
2652,6193,1008,822,0,4280,2479,1869,1912,1,363,0,1904.46
2653,6199,1008,822,0,4280,2479,1869,406,1,363,0,1884.16
2654,10981,1008,806,0,7365,2482,7129,591,1,933,0,1076.55
2655,10987,1008,806,0,7365,2482,7129,406,1,933,0,949.85
2656,23877,1008,417,0,3813,2484,1249,406,1,150,0,1215.36
2657,2607,1008,848,0,4149,2457,1741,406,1,150,0,747.58
2658,22206,1008,848,0,8226,1002,6562,516,1,685,0,1862.61
2659,22208,1008,848,0,8226,1002,6562,516,1,685,0,1989.85
2660,3304,1008,810,0,8227,2373,6556,1570,1,1006,0,725.24
2661,3296,1008,810,0,8227,2373,6556,710,1,1006,0,764.86
2662,9811,1008,810,0,7702,2380,6012,406,1,995,0,813.64
2663,9828,1008,810,0,7702,2380,6012,406,1,995,0,789.69
2664,6724,1008,417,0,4007,2370,1543,1423,1,1685,0,1090.91
2665,14853,1008,822,0,7353,2366,6560,523,1,719,0,1285.18
2666,24131,1008,810,0,7358,2438,3987,829,1,1171,0,291.36
2667,8844,1008,822,0,7359,2440,5879,591,1,363,0,590.0
2668,8836,1008,822,0,7359,2440,5879,406,1,363,0,499.7
2669,8827,1008,822,0,7359,2440,5879,406,1,363,0,603.41
2670,9283,1008,806,0,6824,2188,5379,406,1,150,0,476.1
2671,9863,1008,848,0,7361,2476,7238,1912,1,1660,1,136.28
2672,14565,1008,810,0,5902,2443,3988,406,1,150,0,268.79
2673,17099,1008,822,0,8195,1663,6500,591,1,363,0,824.3
2674,17117,1008,822,0,8195,1663,6500,591,1,363,0,790.85
2675,17103,1008,822,0,8195,1663,6500,406,1,363,0,829.44
2676,17111,1008,822,0,8195,1663,6500,406,1,363,0,792.88
2677,12851,1008,822,0,7364,2481,6616,406,1,642,0,1300.32
2678,24448,1008,822,0,8738,2483,7284,794,1,1126,0,1640.41
2679,10511,1008,848,0,7352,2365,3229,1103,1,1351,0,1052.62
2680,3664,1008,810,0,4009,2376,1545,1626,1,1833,0,1018.24
2681,7889,1008,822,0,8604,915,7114,817,1,1144,0,1434.05
2682,17252,1008,822,0,6823,2362,5377,406,1,150,0,1190.79
2683,17257,1008,822,0,6823,2362,5377,1912,1,150,1,401.85
2684,17250,1008,822,0,6823,2362,5377,406,1,150,0,1034.07
2685,1447,1008,810,0,7356,2377,1546,1626,1,1833,0,1222.76
2686,9958,1008,417,0,4008,2371,1544,1423,1,1685,0,939.52
2687,8610,1008,822,0,3435,2477,750,1363,1,1608,0,1222.12
2688,8616,1008,822,0,3435,2477,750,1363,1,1608,0,1138.69
2689,16970,1008,822,0,7357,2378,6555,1570,1,1808,0,1403.37
2690,10984,1008,806,0,7365,2482,7129,406,1,933,0,1048.31
2691,10983,1008,806,0,7365,2482,7129,591,1,933,0,1115.38
2692,4969,1008,822,0,8228,2363,6558,710,1,994,0,1812.42
2693,22216,1008,848,0,8226,1002,6562,516,1,685,0,2097.54
2694,3293,1008,810,0,8227,2373,6556,1570,1,1006,0,818.27
2695,3294,1008,810,0,8227,2373,6556,1570,1,1006,0,745.43
2696,9806,1008,810,0,7702,2380,6012,406,1,995,0,738.66
2697,9817,1008,810,0,7702,2380,6012,710,1,995,0,696.09
2698,365,1008,822,0,8256,2396,6601,406,1,150,0,1707.57
2699,6740,1008,417,0,4007,2370,1543,1423,1,1685,0,1120.3
2700,14859,1008,822,0,7353,2366,6560,523,1,719,0,1092.59
2701,14862,1008,822,0,7353,2366,6560,1912,1,719,1,443.83
2702,11642,1008,417,0,4006,2381,1541,1423,1,1685,0,928.92
2703,1894,1008,822,0,8230,2372,6559,794,1,1007,0,1037.7
2704,11643,1008,417,0,4006,2381,1541,406,1,1685,0,942.01
2705,24147,1008,810,0,7358,2438,3987,829,1,1171,0,268.05
2706,24132,1008,810,0,7358,2438,3987,829,1,1171,0,278.23
2707,23134,1008,417,0,7673,2442,5980,1570,1,1808,0,462.07
2708,8825,1008,822,0,7359,2440,5879,1912,1,363,0,539.75
2709,9284,1008,806,0,6824,2188,5379,406,1,150,0,543.7
2710,9853,1008,848,0,7361,2476,7238,1395,1,1660,0,211.94
2711,8499,1008,822,0,7479,2439,5745,406,1,150,0,904.72
2712,14563,1008,810,0,5902,2443,3988,406,1,150,0,299.55
2713,14561,1008,810,0,5902,2443,3988,406,1,150,0,296.31
2714,14564,1008,810,0,5902,2443,3988,406,1,150,0,285.43
2715,12852,1008,822,0,7364,2481,6616,406,1,642,0,1180.01
2716,12846,1008,822,0,7364,2481,6616,406,1,642,0,1266.0
2717,7324,1008,822,0,7351,2364,6553,515,1,674,0,1283.64
2718,7320,1008,822,0,7351,2364,6553,515,1,674,0,1244.64
2719,3666,1008,810,0,4009,2376,1545,1626,1,1833,0,1108.93
2720,7912,1008,822,0,8604,915,7114,817,1,1144,0,1403.42
2721,7946,1008,822,0,8604,915,7114,817,1,1144,0,1370.49
2722,7942,1008,822,0,8604,915,7114,406,1,1144,0,1446.54
2723,7950,1008,822,0,8604,915,7114,406,1,1144,0,1365.58
2724,1488,1008,810,0,7701,2375,6011,1912,1,1833,0,992.71
2725,17246,1008,822,0,6823,2362,5377,406,1,150,0,1191.14
2726,1757,1008,848,0,7363,2480,3336,1645,1,1866,0,744.35
2727,20516,1008,417,0,3819,2379,1255,617,1,924,0,947.4
2728,9945,1008,417,0,4008,2371,1544,406,1,1685,0,1142.86
2729,9947,1008,417,0,4008,2371,1544,406,1,1685,0,977.12
2730,16965,1008,822,0,7357,2378,6555,1570,1,1808,0,1295.22
2731,6196,1008,822,0,4280,2479,1869,591,1,363,0,1646.75
2732,4976,1008,822,0,8228,2363,6558,710,1,994,0,1863.26
2733,23885,1008,417,0,3813,2484,1249,406,1,150,0,1143.37
2734,13382,1008,806,0,8231,2367,6561,710,1,994,0,1075.67
2735,9827,1008,810,0,7702,2380,6012,406,1,995,0,806.35
2736,6735,1008,417,0,4007,2370,1543,1423,1,1685,0,1094.43
2737,6744,1008,417,0,4007,2370,1543,1423,1,1685,0,1065.78
2738,6726,1008,417,0,4007,2370,1543,1423,1,1685,0,1069.07
2739,6719,1008,417,0,4007,2370,1543,406,1,1685,0,1128.12
2740,6720,1008,417,0,4007,2370,1543,1423,1,1685,0,1158.9
2741,6736,1008,417,0,4007,2370,1543,406,1,1685,0,1006.57
2742,3607,1008,848,0,7350,2189,5378,406,1,150,0,822.23
2743,3603,1008,848,0,7350,2189,5378,406,1,150,0,791.15
2744,11633,1008,417,0,4006,2381,1541,1912,1,1685,0,936.88
2745,1896,1008,822,0,8230,2372,6559,1570,1,1007,0,1123.61
2746,1891,1008,822,0,8230,2372,6559,794,1,1007,0,1132.3
2747,8843,1008,822,0,7359,2440,5879,591,1,363,0,581.35
2748,9288,1008,806,0,6824,2188,5379,406,1,150,0,484.05
2749,9294,1008,806,0,6824,2188,5379,406,1,150,0,552.79
2750,17120,1008,822,0,8195,1663,6500,406,1,363,0,826.15
2751,17112,1008,822,0,8195,1663,6500,406,1,363,0,869.42
2752,24455,1008,822,0,8738,2483,7284,794,1,1126,0,1635.13
2753,10516,1008,848,0,7352,2365,3229,1103,1,1351,0,1218.03
2754,7916,1008,822,0,8604,915,7114,817,1,1144,0,1462.77
2755,7887,1008,822,0,8604,915,7114,1520,1,1144,0,1538.86
2756,7904,1008,822,0,8604,915,7114,406,1,1144,0,1534.5
2757,7909,1008,822,0,8604,915,7114,406,1,1144,0,1412.35
2758,1498,1008,810,0,7701,2375,6011,1626,1,1833,0,937.87
2759,1499,1008,810,0,7701,2375,6011,1626,1,1833,0,853.33
2760,4254,1008,822,0,7603,2382,5873,1912,1,1685,0,1492.57
2761,4265,1008,822,0,7603,2382,5873,1423,1,1685,0,1385.64
2762,4266,1008,822,0,7603,2382,5873,1423,1,1685,0,1445.73
2763,20521,1008,417,0,3819,2379,1255,617,1,924,0,873.65
2764,1453,1008,810,0,7356,2377,1546,1626,1,1833,0,1137.8
2765,9962,1008,417,0,4008,2371,1544,1423,1,1685,0,1129.05
2766,8609,1008,822,0,3435,2477,750,1363,1,1608,0,1082.41
2767,15802,1008,806,0,7348,2136,4538,406,1,150,0,1015.39
2768,10989,1008,806,0,7365,2482,7129,1912,1,933,1,362.65
2769,10974,1008,806,0,7365,2482,7129,406,1,933,0,1133.24
2770,9819,1008,810,0,7702,2380,6012,710,1,995,0,820.5
2771,1901,1008,822,0,8230,2372,6559,710,1,1007,0,1077.76
2772,1876,1008,822,0,8230,2372,6559,710,1,1007,0,1206.23
2773,24123,1008,810,0,7358,2438,3987,589,1,1171,0,298.41
2774,8834,1008,822,0,7359,2440,5879,406,1,363,0,494.06
2775,8841,1008,822,0,7359,2440,5879,406,1,363,0,588.28
2776,9289,1008,806,0,6824,2188,5379,406,1,150,0,535.88
2777,9850,1008,848,0,7361,2476,7238,1912,1,1660,0,227.18
2778,9851,1008,848,0,7361,2476,7238,1395,1,1660,0,203.69
2779,8496,1008,822,0,7479,2439,5745,406,1,150,0,859.42
2780,8489,1008,822,0,7479,2439,5745,406,1,150,0,858.21
2781,17113,1008,822,0,8195,1663,6500,406,1,363,0,787.73
2782,7318,1008,822,0,7351,2364,6553,515,1,674,0,1329.77
2783,7322,1008,822,0,7351,2364,6553,515,1,674,0,1136.77
2784,24446,1008,822,0,8738,2483,7284,794,1,1126,0,1835.77
2785,7925,1008,822,0,8604,915,7114,406,1,1144,0,1332.78
2786,7922,1008,822,0,8604,915,7114,817,1,1144,0,1382.4
2787,7935,1008,822,0,8604,915,7114,817,1,1144,0,1387.99
2788,4275,1008,822,0,7603,2382,5873,1423,1,1685,0,1557.1
2789,4277,1008,822,0,7603,2382,5873,406,1,1685,0,1634.01
2790,20514,1008,417,0,3819,2379,1255,617,1,924,0,917.0
2791,9969,1008,417,0,4008,2371,1544,406,1,1685,0,1056.68
2792,6201,1008,822,0,4280,2479,1869,406,1,363,0,1672.04
2793,6215,1008,822,0,4280,2479,1869,591,1,363,0,1853.14
2794,6198,1008,822,0,4280,2479,1869,591,1,363,0,1667.3
2795,15804,1008,806,0,7348,2136,4538,406,1,150,0,941.45
2796,23888,1008,417,0,3813,2484,1249,406,1,150,0,1309.84
2797,23880,1008,417,0,3813,2484,1249,406,1,150,0,1236.74
2798,23876,1008,417,0,3813,2484,1249,1912,1,150,0,1193.15
2799,13374,1008,806,0,8231,2367,6561,710,1,994,0,1268.57
2800,3288,1008,810,0,8227,2373,6556,710,1,1006,0,732.95
2801,9821,1008,810,0,7702,2380,6012,710,1,995,0,825.24
2802,11644,1008,417,0,4006,2381,1541,1423,1,1685,0,972.75
2803,11652,1008,417,0,4006,2381,1541,406,1,1685,0,1044.35
2804,1895,1008,822,0,8230,2372,6559,710,1,1007,0,1173.4
2805,8847,1008,822,0,7359,2440,5879,406,1,363,0,574.49
2806,8837,1008,822,0,7359,2440,5879,591,1,363,0,596.93
2807,8501,1008,822,0,7479,2439,5745,1912,1,150,1,334.25
2808,17119,1008,822,0,8195,1663,6500,591,1,363,0,873.97
2809,17102,1008,822,0,8195,1663,6500,406,1,363,0,876.58
2810,17101,1008,822,0,8195,1663,6500,591,1,363,0,761.14
2811,7316,1008,822,0,7351,2364,6553,515,1,674,0,1369.46
2812,24456,1008,822,0,8738,2483,7284,794,1,1126,0,1640.38
2813,24451,1008,822,0,8738,2483,7284,794,1,1126,0,1649.84
2814,3660,1008,810,0,4009,2376,1545,1626,1,1833,0,1195.6
2815,7897,1008,822,0,8604,915,7114,406,1,1144,0,1496.5
2816,7931,1008,822,0,8604,915,7114,1520,1,1144,0,1391.04
2817,7905,1008,822,0,8604,915,7114,817,1,1144,0,1537.13
2818,1490,1008,810,0,7701,2375,6011,1626,1,1833,0,838.67
2819,1500,1008,810,0,7701,2375,6011,1626,1,1833,0,876.61
2820,4255,1008,822,0,7603,2382,5873,1423,1,1685,0,1515.21
2821,1766,1008,848,0,7363,2480,3336,1645,1,1866,0,722.52
2822,1442,1008,810,0,7356,2377,1546,1626,1,1833,0,1204.93
2823,9961,1008,417,0,4008,2371,1544,406,1,1685,0,1009.93
2824,16960,1008,822,0,7357,2378,6555,1570,1,1808,0,1277.87
2825,6216,1008,822,0,4280,2479,1869,591,1,363,0,1733.82
2826,6200,1008,822,0,4280,2479,1869,406,1,363,0,1902.84
2827,6222,1008,822,0,4280,2479,1869,1912,1,363,1,706.08
2828,15798,1008,806,0,7348,2136,4538,406,1,150,0,1063.13
2829,13376,1008,806,0,8231,2367,6561,710,1,994,0,1192.88
2830,2602,1008,848,0,4149,2457,1741,406,1,150,0,767.58
2831,2609,1008,848,0,4149,2457,1741,406,1,150,0,811.63
2832,22210,1008,848,0,8226,1002,6562,516,1,685,0,1951.93
2833,3306,1008,810,0,8227,2373,6556,710,1,1006,0,769.86
2834,3299,1008,810,0,8227,2373,6556,1570,1,1006,0,727.72
2835,3292,1008,810,0,8227,2373,6556,710,1,1006,0,706.34
2836,9810,1008,810,0,7702,2380,6012,406,1,995,0,850.63
2837,6742,1008,417,0,4007,2370,1543,1423,1,1685,0,1097.9
2838,14856,1008,822,0,7353,2366,6560,523,1,719,0,1158.27
2839,3613,1008,848,0,7350,2189,5378,406,1,150,0,762.06
2840,3612,1008,848,0,7350,2189,5378,406,1,150,0,824.15
2841,11657,1008,417,0,4006,2381,1541,1423,1,1685,0,925.87
2842,1889,1008,822,0,8230,2372,6559,710,1,1007,0,1150.05
2843,24130,1008,810,0,7358,2438,3987,589,1,1171,0,243.94
2844,9861,1008,848,0,7361,2476,7238,1395,1,1660,0,231.12
2845,14567,1008,810,0,5902,2443,3988,406,1,150,0,271.7
2846,14566,1008,810,0,5902,2443,3988,406,1,150,0,255.65
2847,17098,1008,822,0,8195,1663,6500,406,1,363,0,916.23
2848,12845,1008,822,0,7364,2481,6616,406,1,642,0,1328.24
2849,24444,1008,822,0,8738,2483,7284,794,1,1126,0,1666.58
2850,3657,1008,810,0,4009,2376,1545,1626,1,1833,0,1105.91
2851,7944,1008,822,0,8604,915,7114,1520,1,1144,0,1252.52
2852,7948,1008,822,0,8604,915,7114,1520,1,1144,0,1541.72
2853,7884,1008,822,0,8604,915,7114,1912,1,1144,0,1396.24
2854,7955,1008,822,0,8604,915,7114,406,1,1144,0,1526.38
2855,7893,1008,822,0,8604,915,7114,406,1,1144,0,1318.33
2856,7899,1008,822,0,8604,915,7114,406,1,1144,0,1390.84
2857,17249,1008,822,0,6823,2362,5377,406,1,150,0,1140.39
2858,4270,1008,822,0,7603,2382,5873,406,1,1685,0,1380.11
2859,4256,1008,822,0,7603,2382,5873,406,1,1685,0,1569.93
2860,1756,1008,848,0,7363,2480,3336,1645,1,1866,0,756.23
2861,1450,1008,810,0,7356,2377,1546,1626,1,1833,0,1181.72
2862,1448,1008,810,0,7356,2377,1546,1626,1,1833,0,1125.47
2863,8612,1008,822,0,3435,2477,750,1363,1,1608,0,1217.21
2864,16973,1008,822,0,7357,2378,6555,1912,1,1808,1,496.83
2865,16959,1008,822,0,7357,2378,6555,1912,1,1808,0,1385.59
2866,15808,1008,806,0,7348,2136,4538,406,1,150,0,1043.33
2867,6197,1008,822,0,4280,2479,1869,591,1,363,0,1612.41
2868,6217,1008,822,0,4280,2479,1869,591,1,363,0,1834.18
2869,10964,1008,806,0,7365,2482,7129,406,1,933,0,1143.42
2870,4974,1008,822,0,8228,2363,6558,710,1,994,0,1766.58
2871,4967,1008,822,0,8228,2363,6558,1912,1,994,0,1743.14
2872,13381,1008,806,0,8231,2367,6561,710,1,994,0,1280.67
2873,2606,1008,848,0,4149,2457,1741,406,1,150,0,714.91
2874,3300,1008,810,0,8227,2373,6556,710,1,1006,0,822.3
2875,9814,1008,810,0,7702,2380,6012,406,1,995,0,730.16
2876,9822,1008,810,0,7702,2380,6012,710,1,995,0,841.45
2877,360,1008,822,0,8256,2396,6601,406,1,150,0,1694.47
2878,6737,1008,417,0,4007,2370,1543,1423,1,1685,0,998.88
2879,14858,1008,822,0,7353,2366,6560,523,1,719,0,1288.34
2880,11656,1008,417,0,4006,2381,1541,1423,1,1685,0,1016.66
2881,1872,1008,822,0,8230,2372,6559,794,1,1007,0,1155.98
2882,11639,1008,417,0,4006,2381,1541,1423,1,1685,0,949.01
2883,24145,1008,810,0,7358,2438,3987,589,1,1171,0,292.29
2884,24136,1008,810,0,7358,2438,3987,829,1,1171,0,264.62
2885,24140,1008,810,0,7358,2438,3987,589,1,1171,0,283.23
2886,9282,1008,806,0,6824,2188,5379,406,1,150,0,470.54
2887,9860,1008,848,0,7361,2476,7238,1395,1,1660,0,205.89
2888,9852,1008,848,0,7361,2476,7238,1395,1,1660,0,225.16
2889,8492,1008,822,0,7479,2439,5745,406,1,150,0,979.45
2890,17116,1008,822,0,8195,1663,6500,591,1,363,0,780.24
2891,7923,1008,822,0,8604,915,7114,1520,1,1144,0,1257.93
2892,7894,1008,822,0,8604,915,7114,1520,1,1144,0,1432.71
2893,7891,1008,822,0,8604,915,7114,817,1,1144,0,1279.36
2894,7919,1008,822,0,8604,915,7114,406,1,1144,0,1456.03
2895,7951,1008,822,0,8604,915,7114,406,1,1144,0,1338.68
2896,1501,1008,810,0,7701,2375,6011,1626,1,1833,0,849.34
2897,17243,1008,822,0,6823,2362,5377,1912,1,150,0,1143.82
2898,1753,1008,848,0,7363,2480,3336,1645,1,1866,0,781.28
2899,20519,1008,417,0,3819,2379,1255,617,1,924,0,833.05
2900,1452,1008,810,0,7356,2377,1546,1626,1,1833,0,1103.07
2901,1451,1008,810,0,7356,2377,1546,1626,1,1833,0,1076.23
2902,9949,1008,417,0,4008,2371,1544,406,1,1685,0,1139.99
2903,16967,1008,822,0,7357,2378,6555,1570,1,1808,0,1321.54
2904,4980,1008,822,0,8228,2363,6558,710,1,994,0,1880.7
2905,4972,1008,822,0,8228,2363,6558,710,1,994,0,1635.58
2906,2600,1008,848,0,4149,2457,1741,406,1,150,0,673.67
2907,9808,1008,810,0,7702,2380,6012,406,1,995,0,810.91
2908,9812,1008,810,0,7702,2380,6012,406,1,995,0,758.63
2909,6734,1008,417,0,4007,2370,1543,406,1,1685,0,1124.0
2910,11647,1008,417,0,4006,2381,1541,1423,1,1685,0,984.98
2911,1897,1008,822,0,8230,2372,6559,794,1,1007,0,1011.31
2912,24148,1008,810,0,7358,2438,3987,1912,1,1171,1,177.81
2913,8826,1008,822,0,7359,2440,5879,591,1,363,0,533.11
